logA,logB,ccheu,ccind,ccdcr,ccfreq,ccdur,cctime
forgetfulness_100_0.xes,forgetfulness_100_1.xes,0.946726302,0.97781019,0,0.837880964,0.789986293,0.67916382
forgetfulness_100_0.xes,forgetfulness_100_2.xes,0.930146083,0.951838552,0,0.825577227,0.815824114,0.609134991
forgetfulness_100_0.xes,forgetfulness_100_3.xes,0.918143573,0.921324011,0,0.81077695,0.808614745,0.581174775
forgetfulness_100_0.xes,forgetfulness_100_4.xes,0.909460364,0.911309847,0,0.793779036,0.821128949,0.595378887
forgetfulness_100_0.xes,forgetfulness_100_5.xes,0.894288756,0.880423358,0,0.777048077,0.812580781,0.535354727
forgetfulness_100_0.xes,forgetfulness_100_6.xes,0.867155194,0.83248378,0,0.757822214,0.822377737,0.535561731
forgetfulness_100_0.xes,forgetfulness_100_7.xes,0.877588376,0.845938166,0,0.754991527,0.814051712,0.495043936
forgetfulness_100_0.xes,forgetfulness_100_8.xes,0.860776084,0.810783461,0,0.737325764,0.803604833,0.473413274
forgetfulness_100_0.xes,forgetfulness_100_9.xes,0.838738051,0.768262076,0,0.727933786,0.820188756,0.492654569
forgetfulness_100_0.xes,forgetfulness_100_10.xes,0.825236013,0.761706503,0,0.716929386,0.807746237,0.499449496
forgetfulness_repetitiveness_2_100_0.xes,forgetfulness_repetitiveness_2_100_0.xes,0.962363895,1,1,0.857698491,0.78205464,1
forgetfulness_repetitiveness_2_100_0.xes,forgetfulness_repetitiveness_2_100_1.xes,0.899105023,0.929800458,0,0.7787791,0.735526137,0.412710096
forgetfulness_repetitiveness_2_100_0.xes,forgetfulness_repetitiveness_2_100_2.xes,0.866205147,0.897697133,0,0.7375561,0.703831491,0.264481489
forgetfulness_repetitiveness_2_100_0.xes,forgetfulness_repetitiveness_2_100_3.xes,0.835397327,0.861196706,0,0.683921464,0.694677929,0.302599958
forgetfulness_repetitiveness_2_100_0.xes,forgetfulness_repetitiveness_2_100_4.xes,0.810798602,0.833284129,0,0.648534909,0.677478703,0.272641741
forgetfulness_repetitiveness_2_100_0.xes,forgetfulness_repetitiveness_2_100_5.xes,0.794547223,0.806750029,0,0.6045915,0.637823136,0.246778208
forgetfulness_repetitiveness_2_100_0.xes,forgetfulness_repetitiveness_2_100_6.xes,0.790917289,0.784004569,0,0.570591491,0.61041956,0.248941915
forgetfulness_repetitiveness_2_100_0.xes,forgetfulness_repetitiveness_2_100_7.xes,0.777253202,0.776844758,0,0.507244505,0.56699723,0.185987385
forgetfulness_repetitiveness_2_100_0.xes,forgetfulness_repetitiveness_2_100_8.xes,0.764304552,0.768213274,0,0.494023159,0.567618267,0.14882479
forgetfulness_repetitiveness_2_100_0.xes,forgetfulness_repetitiveness_2_100_9.xes,0.75873368,0.758040428,0,0.464722486,0.552621234,0.139090685
forgetfulness_repetitiveness_2_100_0.xes,forgetfulness_repetitiveness_2_100_10.xes,0.764316542,0.769998918,0,0.450807832,0.52596758,0.13419329
repetitiveness_2_100_0.xes,repetitiveness_2_100_0.xes,0.948436947,1,1,0.855934344,0.778192272,1
repetitiveness_2_100_0.xes,repetitiveness_2_100_1.xes,0.913158754,0.969865194,0,0.809914474,0.73490536,0.386467311
repetitiveness_2_100_0.xes,repetitiveness_2_100_2.xes,0.896625769,0.953829261,0,0.778238733,0.722164991,0.36428549
repetitiveness_2_100_0.xes,repetitiveness_2_100_3.xes,0.862171575,0.919709238,0,0.729585819,0.686339719,0.256270529
repetitiveness_2_100_0.xes,repetitiveness_2_100_4.xes,0.847546535,0.909025279,0,0.693455148,0.688005449,0.232476162
repetitiveness_2_100_0.xes,repetitiveness_2_100_5.xes,0.837046599,0.89475286,0,0.652643078,0.677753353,0.195539892
repetitiveness_2_100_0.xes,repetitiveness_2_100_6.xes,0.819702181,0.88102655,0,0.625546096,0.666973861,0.188517629
repetitiveness_2_100_0.xes,repetitiveness_2_100_7.xes,0.802324532,0.865469227,0,0.586920581,0.655728825,0.134707527
repetitiveness_2_100_0.xes,repetitiveness_2_100_8.xes,0.80912484,0.866851089,0,0.561844111,0.655015516,0.142850042
repetitiveness_2_100_0.xes,repetitiveness_2_100_9.xes,0.793454384,0.843160249,0,0.520338341,0.633378502,0.097139485
repetitiveness_2_100_0.xes,repetitiveness_2_100_10.xes,0.782035906,0.832218353,0,0.485807011,0.637463298,0.074421487
wandering_100_0.xes,wandering_100_0.xes,0.956831754,1,1,0.856591311,0.780380246,1
wandering_100_0.xes,wandering_100_1.xes,0.798601746,0.876617195,0,0.735013256,0.684279555,0.539742086
wandering_100_0.xes,wandering_100_2.xes,0.69734501,0.807578306,0,0.715011093,0.658028273,0.438801973
wandering_100_0.xes,wandering_100_3.xes,0.649836579,0.777018851,0,0.706615581,0.645115286,0.392193442
wandering_100_0.xes,wandering_100_4.xes,0.598229759,0.747638076,0,0.707223644,0.600106612,0.347449228
wandering_100_0.xes,wandering_100_5.xes,0.575573968,0.734305335,0,0.707253104,0.558650677,0.273511187
wandering_100_0.xes,wandering_100_6.xes,0.545140231,0.717061032,0,0.711140548,0.545425006,0.235219319
wandering_100_0.xes,wandering_100_7.xes,0.52497232,0.706454327,0,0.708786804,0.52569905,0.210405837
wandering_100_0.xes,wandering_100_8.xes,0.513569658,0.700555257,0,0.713089578,0.517543879,0.202862513
wandering_100_0.xes,wandering_100_9.xes,0.497210767,0.68912869,0,0.70861593,0.504143951,0.197580539
wandering_100_0.xes,wandering_100_10.xes,0.478435069,0.6802598,0,0.709774991,0.491904944,0.166330925
forgetfulness_100_0.xes,forgetfulness_100_0.xes,0.943444916,1,1,0.859791607,0.779742323,1
forgetfulness_100_0.xes,forgetfulness_100_1.xes,0.930779604,0.983792934,0,0.843170641,0.769424712,0.662403118
forgetfulness_100_0.xes,forgetfulness_100_2.xes,0.920390153,0.964560819,0,0.829638489,0.765617699,0.646081238
forgetfulness_100_0.xes,forgetfulness_100_3.xes,0.902446718,0.946097018,0,0.802386189,0.766334232,0.67259799
forgetfulness_100_0.xes,forgetfulness_100_4.xes,0.89727618,0.941452343,0,0.797234648,0.747334534,0.556907681
forgetfulness_100_0.xes,forgetfulness_100_5.xes,0.881149161,0.911226263,0,0.7762998,0.7550128,0.529011446
forgetfulness_100_0.xes,forgetfulness_100_6.xes,0.878760265,0.890330866,0,0.765794074,0.761643842,0.542524975
forgetfulness_100_0.xes,forgetfulness_100_7.xes,0.877770901,0.895815596,0,0.766710944,0.743045544,0.552393394
forgetfulness_100_0.xes,forgetfulness_100_8.xes,0.869297805,0.887254207,0,0.764737822,0.751210351,0.53683128
forgetfulness_100_0.xes,forgetfulness_100_9.xes,0.856280096,0.850033547,0,0.732701152,0.756731687,0.480359911
forgetfulness_100_0.xes,forgetfulness_100_10.xes,0.830947172,0.830089053,0,0.722740089,0.753469977,0.438662459
forgetfulness_repetitiveness_2_100_0.xes,forgetfulness_repetitiveness_2_100_0.xes,0.950528254,1,1,0.860297744,0.780372931,1
forgetfulness_repetitiveness_2_100_0.xes,forgetfulness_repetitiveness_2_100_1.xes,0.910618545,0.961291779,0,0.801304663,0.741242316,0.456530372
forgetfulness_repetitiveness_2_100_0.xes,forgetfulness_repetitiveness_2_100_2.xes,0.874627307,0.924908034,0,0.749998822,0.729036721,0.318355688
forgetfulness_repetitiveness_2_100_0.xes,forgetfulness_repetitiveness_2_100_3.xes,0.845895783,0.886426841,0,0.709243467,0.709175677,0.304065613
forgetfulness_repetitiveness_2_100_0.xes,forgetfulness_repetitiveness_2_100_4.xes,0.829974517,0.874609179,0,0.677512926,0.69636202,0.283597716
forgetfulness_repetitiveness_2_100_0.xes,forgetfulness_repetitiveness_2_100_5.xes,0.805283403,0.842598635,0,0.633146322,0.67729125,0.225798562
forgetfulness_repetitiveness_2_100_0.xes,forgetfulness_repetitiveness_2_100_6.xes,0.783453461,0.816597909,0,0.601499993,0.664526795,0.251396533
forgetfulness_repetitiveness_2_100_0.xes,forgetfulness_repetitiveness_2_100_7.xes,0.777045431,0.81902208,0,0.56809503,0.665514156,0.156444562
forgetfulness_repetitiveness_2_100_0.xes,forgetfulness_repetitiveness_2_100_8.xes,0.771279386,0.813835015,0,0.55834717,0.662882138,0.18881749
forgetfulness_repetitiveness_2_100_0.xes,forgetfulness_repetitiveness_2_100_9.xes,0.755476026,0.798388996,0,0.5142426,0.641513063,0.135028972
forgetfulness_repetitiveness_2_100_0.xes,forgetfulness_repetitiveness_2_100_10.xes,0.751259647,0.797371105,0,0.502816841,0.631624251,0.087180298
wandering_forgetfulness_repetitiveness_2_100_0.xes,wandering_forgetfulness_repetitiveness_2_100_0.xes,0.952087628,1,1,0.860403063,0.779362527,1
wandering_forgetfulness_repetitiveness_2_100_0.xes,wandering_forgetfulness_repetitiveness_2_100_1.xes,0.78265787,0.836005463,0,0.675932256,0.670730803,0.361757778
wandering_forgetfulness_repetitiveness_2_100_0.xes,wandering_forgetfulness_repetitiveness_2_100_2.xes,0.691854947,0.769160524,0,0.628935211,0.637610606,0.253561545
wandering_forgetfulness_repetitiveness_2_100_0.xes,wandering_forgetfulness_repetitiveness_2_100_3.xes,0.647877212,0.725663051,0,0.586525641,0.589445265,0.185031952
wandering_forgetfulness_repetitiveness_2_100_0.xes,wandering_forgetfulness_repetitiveness_2_100_4.xes,0.60451002,0.695203821,0,0.539391526,0.523816496,0.130738583
wandering_forgetfulness_repetitiveness_2_100_0.xes,wandering_forgetfulness_repetitiveness_2_100_5.xes,0.595587675,0.680532112,0,0.502425981,0.485579043,0.118804144
wandering_forgetfulness_repetitiveness_2_100_0.xes,wandering_forgetfulness_repetitiveness_2_100_6.xes,0.569331414,0.662318907,0,0.492124693,0.461010061,0.116428389
wandering_forgetfulness_repetitiveness_2_100_0.xes,wandering_forgetfulness_repetitiveness_2_100_7.xes,0.561132573,0.660526232,0,0.472574681,0.431251282,0.093380308
wandering_forgetfulness_repetitiveness_2_100_0.xes,wandering_forgetfulness_repetitiveness_2_100_8.xes,0.547298715,0.653267388,0,0.446535122,0.447125808,0.090636373
wandering_forgetfulness_repetitiveness_2_100_0.xes,wandering_forgetfulness_repetitiveness_2_100_9.xes,0.538622219,0.642726982,0,0.436784748,0.428746396,0.076872773
wandering_forgetfulness_repetitiveness_2_100_0.xes,wandering_forgetfulness_repetitiveness_2_100_10.xes,0.530749561,0.638234517,0,0.430305556,0.438084184,0.085193883
morning_routine-1.9,,,,,,,
wandering_forgetfulness_repetitiveness_2_100_0.xes,wandering_forgetfulness_repetitiveness_2_100_0.xes,0.981601943,1,1,0.856604509,0.766260966,1
wandering_forgetfulness_repetitiveness_2_100_0.xes,wandering_forgetfulness_repetitiveness_2_100_1.xes,0.924891556,0.939867038,0,0.798302523,0.710311744,0.436571883
wandering_forgetfulness_repetitiveness_2_100_0.xes,wandering_forgetfulness_repetitiveness_2_100_2.xes,0.859429815,0.883870492,0,0.737530173,0.691645391,0.34911187
wandering_forgetfulness_repetitiveness_2_100_0.xes,wandering_forgetfulness_repetitiveness_2_100_3.xes,0.820261037,0.840543413,0,0.697310618,0.646713376,0.234979514
wandering_forgetfulness_repetitiveness_2_100_0.xes,wandering_forgetfulness_repetitiveness_2_100_4.xes,0.776394212,0.796179239,0,0.662061709,0.628159385,0.215727119
wandering_forgetfulness_repetitiveness_2_100_0.xes,wandering_forgetfulness_repetitiveness_2_100_5.xes,0.767444852,0.790355183,0,0.638199059,0.617317086,0.177342694
wandering_forgetfulness_repetitiveness_2_100_0.xes,wandering_forgetfulness_repetitiveness_2_100_6.xes,0.727352555,0.746499684,0,0.609044441,0.587066426,0.177438942
wandering_forgetfulness_repetitiveness_2_100_0.xes,wandering_forgetfulness_repetitiveness_2_100_7.xes,0.721177709,0.745036701,0,0.587711573,0.569424539,0.153347519
wandering_forgetfulness_repetitiveness_2_100_0.xes,wandering_forgetfulness_repetitiveness_2_100_8.xes,0.705361829,0.724168753,0,0.562315705,0.533300074,0.144750766
wandering_forgetfulness_repetitiveness_2_100_0.xes,wandering_forgetfulness_repetitiveness_2_100_9.xes,0.679657616,0.702260723,0,0.523451864,0.507089483,0.153953946
wandering_forgetfulness_repetitiveness_2_100_0.xes,wandering_forgetfulness_repetitiveness_2_100_10.xes,0.681287566,0.688771571,0,0.520151495,0.503770801,0.168692851
model-1.0,,,,,,,
,,,,,,,
wandering_forgetfulness_repetitiveness_2_100_0.xes,wandering_forgetfulness_repetitiveness_2_100_0.xes,0.930201965,1,1,1,0.827709764,1
wandering_forgetfulness_repetitiveness_2_100_0.xes,wandering_forgetfulness_repetitiveness_2_100_1.xes,0.915278154,0.981316222,0,0.875909091,0.762681411,0.670181889
wandering_forgetfulness_repetitiveness_2_100_0.xes,wandering_forgetfulness_repetitiveness_2_100_2.xes,0.900301378,0.971846011,0,0.783636364,0.740259385,0.669155271
wandering_forgetfulness_repetitiveness_2_100_0.xes,wandering_forgetfulness_repetitiveness_2_100_3.xes,0.888058859,0.95824089,0,0.687272727,0.733588412,0.618222285
wandering_forgetfulness_repetitiveness_2_100_0.xes,wandering_forgetfulness_repetitiveness_2_100_4.xes,0.872530065,0.944791764,0,0.611818182,0.677475908,0.58748541
wandering_forgetfulness_repetitiveness_2_100_0.xes,wandering_forgetfulness_repetitiveness_2_100_5.xes,0.861688022,0.938699547,0,0.531363636,0.666831769,0.573326669
wandering_forgetfulness_repetitiveness_2_100_0.xes,wandering_forgetfulness_repetitiveness_2_100_6.xes,0.854107744,0.928629011,0,0.484090909,0.618448455,0.540570981
wandering_forgetfulness_repetitiveness_2_100_0.xes,wandering_forgetfulness_repetitiveness_2_100_7.xes,0.846024634,0.927033416,0,0.42,0.580194349,0.54985821
wandering_forgetfulness_repetitiveness_2_100_0.xes,wandering_forgetfulness_repetitiveness_2_100_8.xes,0.8389695,0.922726843,0,0.358636364,0.568536618,0.548825434
wandering_forgetfulness_repetitiveness_2_100_0.xes,wandering_forgetfulness_repetitiveness_2_100_9.xes,0.841197418,0.923297845,0,0.334545455,0.520236906,0.522543024
wandering_forgetfulness_repetitiveness_2_100_0.xes,wandering_forgetfulness_repetitiveness_2_100_10.xes,0.834299596,0.917936908,0,0.298181818,0.481006801,0.540225692
model-4.0+,,,,,,,
wandering_forgetfulness_repetitiveness_2_100_0.xes,wandering_forgetfulness_repetitiveness_2_100_0.xes,1,1,1,0.729465123,0.750274936,1
wandering_forgetfulness_repetitiveness_2_100_0.xes,wandering_forgetfulness_repetitiveness_2_100_1.xes,0.922425777,0.91437123,0,0.697577309,0.730564582,0.467839967
wandering_forgetfulness_repetitiveness_2_100_0.xes,wandering_forgetfulness_repetitiveness_2_100_2.xes,0.867067563,0.854805014,0,0.679183955,0.708819528,0.425045316
wandering_forgetfulness_repetitiveness_2_100_0.xes,wandering_forgetfulness_repetitiveness_2_100_3.xes,0.825660725,0.81161371,0,0.671220832,0.694554956,0.349437356
wandering_forgetfulness_repetitiveness_2_100_0.xes,wandering_forgetfulness_repetitiveness_2_100_4.xes,0.784281823,0.767044247,0,0.639036682,0.657062896,0.235651272
wandering_forgetfulness_repetitiveness_2_100_0.xes,wandering_forgetfulness_repetitiveness_2_100_5.xes,0.758379709,0.741047434,0,0.621496786,0.666738981,0.253870677
wandering_forgetfulness_repetitiveness_2_100_0.xes,wandering_forgetfulness_repetitiveness_2_100_6.xes,0.733855771,0.712263776,0,0.611640609,0.631532389,0.224068047
wandering_forgetfulness_repetitiveness_2_100_0.xes,wandering_forgetfulness_repetitiveness_2_100_7.xes,0.690126766,0.667063948,0,0.593681445,0.633149679,0.212324201
wandering_forgetfulness_repetitiveness_2_100_0.xes,wandering_forgetfulness_repetitiveness_2_100_8.xes,0.70294568,0.684149919,0,0.588531755,0.615171685,0.191005742
wandering_forgetfulness_repetitiveness_2_100_0.xes,wandering_forgetfulness_repetitiveness_2_100_9.xes,0.695373241,0.672196365,0,0.564184509,0.576054001,0.170458152
wandering_forgetfulness_repetitiveness_2_100_0.xes,wandering_forgetfulness_repetitiveness_2_100_10.xes,0.701540565,0.681747446,0,0.5586939,0.586987645,0.149564862
dementia_(C104-D0.000).xes,dementia_(C104-D0.029).xes,0.956532711,0.985299183,0,0.843068885,0.744474617,0.551818724
dementia_(C104-D0.000).xes,dementia_(C104-D0.057).xes,0.945908731,0.971963404,0,0.829036412,0.718899959,0.492028829
dementia_(C104-D0.000).xes,dementia_(C104-D0.086).xes,0.921383586,0.952465076,0,0.809212946,0.690054502,0.445060551
dementia_(C104-D0.000).xes,dementia_(C104-D0.114).xes,0.911400109,0.939854911,0,0.794384476,0.692191764,0.424500275
dementia_(C104-D0.000).xes,dementia_(C104-D0.143).xes,0.90265629,0.933380402,0,0.791520573,0.670357192,0.393294466
dementia_(C104-D0.000).xes,dementia_(C104-D0.171).xes,0.88833172,0.920691524,0,0.771952461,0.665223468,0.35803679
dementia_(C104-D0.000).xes,dementia_(C104-D0.200).xes,0.879025115,0.912009636,0,0.760257443,0.639802234,0.346221616
dementia_(C104-D0.000).xes,dementia_(C104-D0.229).xes,0.867531819,0.899742814,0,0.747582382,0.646406473,0.320556497
dementia_(C104-D0.000).xes,dementia_(C104-D0.257).xes,0.850289501,0.881799803,0,0.731248881,0.621035021,0.292130163
dementia_(C104-D0.000).xes,dementia_(C104-D0.286).xes,0.83603189,0.870463369,0,0.715806783,0.609423477,0.247516344
dementia_(C104-D0.000).xes,dementia_(C104-D0.314).xes,0.83611169,0.871587379,0,0.691275048,0.605472165,0.242308992
dementia_(C104-D0.000).xes,dementia_(C104-D0.343).xes,0.8356969,0.872523892,0,0.696406005,0.610594265,0.237757705
dementia_(C104-D0.000).xes,dementia_(C104-D0.371).xes,0.809285296,0.855217001,0,0.671788829,0.564272204,0.202652132
dementia_(C104-D0.000).xes,dementia_(C104-D0.400).xes,0.812365429,0.851151324,0,0.67306889,0.575673558,0.196872062
dementia_(C104-D0.000).xes,dementia_(C104-D0.429).xes,0.801859238,0.840813656,0,0.647069205,0.542792241,0.221891851
dementia_(C104-D0.000).xes,dementia_(C104-D0.457).xes,0.799549941,0.833993472,0,0.635866665,0.531548172,0.202852297
dementia_(C104-D0.000).xes,dementia_(C104-D0.486).xes,0.808473533,0.844059009,0,0.625397504,0.535784274,0.220660102
dementia_(C104-D0.000).xes,dementia_(C104-D0.514).xes,0.797026857,0.833931362,0,0.631811809,0.531407505,0.170986137
dementia_(C104-D0.000).xes,dementia_(C104-D0.543).xes,0.778712161,0.823438021,0,0.605113846,0.478727728,0.148462111
dementia_(C104-D0.000).xes,dementia_(C104-D0.571).xes,0.770131185,0.808035255,0,0.597085629,0.480658552,0.147244843
dementia_(C104-D0.000).xes,dementia_(C104-D0.600).xes,0.771269084,0.809397459,0,0.574140918,0.472933541,0.170872516
dementia_(C104-D0.000).xes,dementia_(C104-D0.629).xes,0.76363943,0.805007797,0,0.573206753,0.453061247,0.161854648
dementia_(C104-D0.000).xes,dementia_(C104-D0.657).xes,0.763119755,0.804029957,0,0.555193859,0.437213945,0.16495393
dementia_(C104-D0.000).xes,dementia_(C104-D0.686).xes,0.756284785,0.793485219,0,0.535553068,0.41208869,0.139289864
dementia_(C104-D0.000).xes,dementia_(C104-D0.714).xes,0.761744359,0.800181075,0,0.528188794,0.427645587,0.136929614
dementia_(C104-D0.000).xes,dementia_(C104-D0.743).xes,0.746358066,0.781705642,0,0.524176219,0.402739024,0.135865877
dementia_(C104-D0.000).xes,dementia_(C104-D0.771).xes,0.759610561,0.799410945,0,0.515018689,0.437763454,0.14568384
dementia_(C104-D0.000).xes,dementia_(C104-D0.800).xes,0.75907888,0.794619277,0,0.506016892,0.425114248,0.142577759
dementia_(C104-D0.000).xes,dementia_(C104-D0.829).xes,0.750764072,0.788700346,0,0.496171123,0.403872253,0.133575422
dementia_(C104-D0.000).xes,dementia_(C104-D0.857).xes,0.743571243,0.780201414,0,0.477480341,0.395771726,0.132824437
dementia_(C104-D0.000).xes,dementia_(C104-D0.886).xes,0.741063729,0.778239928,0,0.458938964,0.409496398,0.133575279
dementia_(C104-D0.000).xes,dementia_(C104-D0.914).xes,0.725968364,0.771398261,0,0.439018601,0.382332162,0.13772397
dementia_(C104-D0.000).xes,dementia_(C104-D0.943).xes,0.734896092,0.776698042,0,0.428669637,0.372629843,0.138059864
dementia_(C104-D0.000).xes,dementia_(C104-D0.971).xes,0.726887214,0.765873315,0,0.418058859,0.368722631,0.130658395
dementia_(C104-D0.000).xes,dementia_(C104-D1.000).xes,0.744651657,0.779108581,0,0.427554366,0.371318107,0.129651898
dementia_(C104-D0.000).xes,dementia_(C104-D0.000).xes,0.974664323,1,1,0.859418431,0.79370414,1
dementia_(C104-D0.000).xes,dementia_(C104-D0.029).xes,0.956532711,0.985299183,0,0.843068885,0.744474617,0.551818724
dementia_(C104-D0.000).xes,dementia_(C104-D0.057).xes,0.945908731,0.971963404,0,0.829036412,0.718899959,0.492028829
dementia_(C104-D0.000).xes,dementia_(C104-D0.086).xes,0.921383586,0.952465076,0,0.809212946,0.690054502,0.445060551
dementia_(C104-D0.000).xes,dementia_(C104-D0.114).xes,0.911400109,0.939854911,0,0.794384476,0.692191764,0.424500275
dementia_(C104-D0.000).xes,dementia_(C104-D0.143).xes,0.90265629,0.933380402,0,0.791520573,0.670357192,0.393294466
dementia_(C104-D0.000).xes,dementia_(C104-D0.171).xes,0.88833172,0.920691524,0,0.771952461,0.665223468,0.35803679
dementia_(C104-D0.000).xes,dementia_(C104-D0.200).xes,0.879025115,0.912009636,0,0.760257443,0.639802234,0.346221616
dementia_(C104-D0.000).xes,dementia_(C104-D0.229).xes,0.867531819,0.899742814,0,0.747582382,0.646406473,0.320556497
dementia_(C104-D0.000).xes,dementia_(C104-D0.257).xes,0.850289501,0.881799803,0,0.731248881,0.621035021,0.292130163
dementia_(C104-D0.000).xes,dementia_(C104-D0.286).xes,0.83603189,0.870463369,0,0.715806783,0.609423477,0.247516344
dementia_(C104-D0.000).xes,dementia_(C104-D0.314).xes,0.83611169,0.871587379,0,0.691275048,0.605472165,0.242308992
dementia_(C104-D0.000).xes,dementia_(C104-D0.343).xes,0.8356969,0.872523892,0,0.696406005,0.610594265,0.237757705
dementia_(C104-D0.000).xes,dementia_(C104-D0.371).xes,0.809285296,0.855217001,0,0.671788829,0.564272204,0.202652132
dementia_(C104-D0.000).xes,dementia_(C104-D0.400).xes,0.812365429,0.851151324,0,0.67306889,0.575673558,0.196872062
dementia_(C104-D0.000).xes,dementia_(C104-D0.429).xes,0.801859238,0.840813656,0,0.647069205,0.542792241,0.221891851
dementia_(C104-D0.000).xes,dementia_(C104-D0.457).xes,0.799549941,0.833993472,0,0.635866665,0.531548172,0.202852297
dementia_(C104-D0.000).xes,dementia_(C104-D0.486).xes,0.808473533,0.844059009,0,0.625397504,0.535784274,0.220660102
dementia_(C104-D0.000).xes,dementia_(C104-D0.514).xes,0.797026857,0.833931362,0,0.631811809,0.531407505,0.170986137
dementia_(C104-D0.000).xes,dementia_(C104-D0.543).xes,0.778712161,0.823438021,0,0.605113846,0.478727728,0.148462111
dementia_(C104-D0.000).xes,dementia_(C104-D0.571).xes,0.770131185,0.808035255,0,0.597085629,0.480658552,0.147244843
dementia_(C104-D0.000).xes,dementia_(C104-D0.600).xes,0.771269084,0.809397459,0,0.574140918,0.472933541,0.170872516
dementia_(C104-D0.000).xes,dementia_(C104-D0.629).xes,0.76363943,0.805007797,0,0.573206753,0.453061247,0.161854648
dementia_(C104-D0.000).xes,dementia_(C104-D0.657).xes,0.763119755,0.804029957,0,0.555193859,0.437213945,0.16495393
dementia_(C104-D0.000).xes,dementia_(C104-D0.686).xes,0.756284785,0.793485219,0,0.535553068,0.41208869,0.139289864
dementia_(C104-D0.000).xes,dementia_(C104-D0.714).xes,0.761744359,0.800181075,0,0.528188794,0.427645587,0.136929614
dementia_(C104-D0.000).xes,dementia_(C104-D0.743).xes,0.746358066,0.781705642,0,0.524176219,0.402739024,0.135865877
dementia_(C104-D0.000).xes,dementia_(C104-D0.771).xes,0.759610561,0.799410945,0,0.515018689,0.437763454,0.14568384
dementia_(C104-D0.000).xes,dementia_(C104-D0.800).xes,0.75907888,0.794619277,0,0.506016892,0.425114248,0.142577759
dementia_(C104-D0.000).xes,dementia_(C104-D0.829).xes,0.750764072,0.788700346,0,0.496171123,0.403872253,0.133575422
dementia_(C104-D0.000).xes,dementia_(C104-D0.857).xes,0.743571243,0.780201414,0,0.477480341,0.395771726,0.132824437
dementia_(C104-D0.000).xes,dementia_(C104-D0.886).xes,0.741063729,0.778239928,0,0.458938964,0.409496398,0.133575279
dementia_(C104-D0.000).xes,dementia_(C104-D0.914).xes,0.725968364,0.771398261,0,0.439018601,0.382332162,0.13772397
dementia_(C104-D0.000).xes,dementia_(C104-D0.943).xes,0.734896092,0.776698042,0,0.428669637,0.372629843,0.138059864
dementia_(C104-D0.000).xes,dementia_(C104-D0.971).xes,0.726887214,0.765873315,0,0.418058859,0.368722631,0.130658395
dementia_(C104-D0.000).xes,dementia_(C104-D1.000).xes,0.744651657,0.779108581,0,0.427554366,0.371318107,0.129651898
dementia_(C104-D0.000).xes,dementia_(C104-D0.000).xes,0.975611476,1,1,0.859418431,0.79370414,1
dementia_(C104-D0.000).xes,dementia_(C104-D0.029).xes,0.956532711,0.983175488,0,0.843068885,0.744474617,0.551818724
dementia_(C104-D0.000).xes,dementia_(C104-D0.057).xes,0.945908731,0.96854653,0,0.829036412,0.718899959,0.492028829
dementia_(C104-D0.000).xes,dementia_(C104-D0.086).xes,0.921383586,0.946997487,0,0.809212946,0.690054502,0.445060551
dementia_(C104-D0.000).xes,dementia_(C104-D0.114).xes,0.911400109,0.932554232,0,0.794384476,0.692191764,0.424500275
dementia_(C104-D0.000).xes,dementia_(C104-D0.143).xes,0.90265629,0.927211569,0,0.791520573,0.670357192,0.393294466
dementia_(C104-D0.000).xes,dementia_(C104-D0.171).xes,0.88833172,0.913215264,0,0.771952461,0.665223468,0.35803679
dementia_(C104-D0.000).xes,dementia_(C104-D0.200).xes,0.879025115,0.903633931,0,0.760257443,0.639802234,0.346221616
dementia_(C104-D0.000).xes,dementia_(C104-D0.229).xes,0.867531819,0.889404036,0,0.747582382,0.646406473,0.320556497
dementia_(C104-D0.000).xes,dementia_(C104-D0.257).xes,0.850289501,0.873199933,0,0.731248881,0.621035021,0.292130163
dementia_(C104-D0.000).xes,dementia_(C104-D0.286).xes,0.83603189,0.85805556,0,0.715806783,0.609423477,0.247516344
dementia_(C104-D0.000).xes,dementia_(C104-D0.314).xes,0.83611169,0.858253178,0,0.691275048,0.605472165,0.242308992
dementia_(C104-D0.000).xes,dementia_(C104-D0.343).xes,0.8356969,0.859514804,0,0.696406005,0.610594265,0.237757705
dementia_(C104-D0.000).xes,dementia_(C104-D0.371).xes,0.809285296,0.834890974,0,0.671788829,0.564272204,0.202652132
dementia_(C104-D0.000).xes,dementia_(C104-D0.400).xes,0.812365429,0.838279715,0,0.67306889,0.575673558,0.196872062
dementia_(C104-D0.000).xes,dementia_(C104-D0.429).xes,0.810135284,0.822448807,0,0.647069205,0.542792241,0.221891851
dementia_(C104-D0.000).xes,dementia_(C104-D0.457).xes,0.799549941,0.820284274,0,0.635866665,0.531548172,0.202852297
dementia_(C104-D0.000).xes,dementia_(C104-D0.486).xes,0.808473533,0.828224456,0,0.625397504,0.535784274,0.220660102
dementia_(C104-D0.000).xes,dementia_(C104-D0.514).xes,0.797026857,0.817379176,0,0.631811809,0.531407505,0.170986137
dementia_(C104-D0.000).xes,dementia_(C104-D0.543).xes,0.778712161,0.80096879,0,0.605113846,0.478727728,0.148462111
dementia_(C104-D0.000).xes,dementia_(C104-D0.571).xes,0.770131185,0.789158028,0,0.597085629,0.480658552,0.147244843
dementia_(C104-D0.000).xes,dementia_(C104-D0.600).xes,0.771269084,0.791961974,0,0.574140918,0.472933541,0.170872516
